[s],CH1[V]
8.8600E-04,-6.217E-02
8.8640E-04,-2.217E-02
8.8680E-04,-2.217E-02
8.8720E-04,-2.217E-02
8.8760E-04,-2.217E-02
8.8800E-04,-2.217E-02
8.8840E-04,-6.217E-02
8.8880E-04,-2.217E-02
8.8920E-04,-2.217E-02
8.8960E-04,-6.217E-02
8.9000E-04,-2.217E-02
8.9040E-04,-2.217E-02
8.9080E-04,-2.217E-02
8.9120E-04,-6.217E-02
8.9160E-04,-2.217E-02
8.9200E-04,-2.217E-02
8.9240E-04,-2.217E-02
8.9280E-04,-2.217E-02
8.9320E-04,-2.217E-02
8.9360E-04,-2.217E-02
8.9400E-04,-2.217E-02
8.9440E-04,-6.217E-02
8.9480E-04,-2.217E-02
8.9520E-04,-2.217E-02
8.9560E-04,-2.217E-02
8.9600E-04,-2.217E-02
8.9640E-04,-2.217E-02
8.9680E-04,-2.217E-02
8.9720E-04,-2.217E-02
8.9760E-04,-2.217E-02
8.9800E-04,-2.217E-02
8.9840E-04,-2.217E-02
8.9880E-04,-2.217E-02
8.9920E-04,-2.217E-02
8.9960E-04,-2.217E-02
9.0000E-04,-6.217E-02
9.0040E-04,-2.217E-02
9.0080E-04,-6.217E-02
9.0120E-04,-2.217E-02
9.0160E-04,-2.217E-02
9.0200E-04,-2.217E-02
9.0240E-04,-2.217E-02
9.0280E-04,-2.217E-02
9.0320E-04,-2.217E-02
9.0360E-04,-2.217E-02
9.0400E-04,-2.217E-02
9.0440E-04,-2.217E-02
9.0480E-04,-2.217E-02
9.0520E-04,-2.217E-02
9.0560E-04,-2.217E-02
9.0600E-04,-2.217E-02
9.0640E-04,-2.217E-02
9.0680E-04,-2.217E-02
9.0720E-04,-6.217E-02
9.0760E-04,-6.217E-02
9.0800E-04,-2.217E-02
9.0840E-04,-6.217E-02
9.0880E-04,-2.217E-02
9.0920E-04,-2.217E-02
9.0960E-04,-2.217E-02
9.1000E-04,-2.217E-02
9.1040E-04,-6.217E-02
9.1080E-04,-2.217E-02
9.1120E-04,-2.217E-02
9.1160E-04,-2.217E-02
9.1200E-04,-2.217E-02
9.1240E-04,-2.217E-02
9.1280E-04,-2.217E-02
9.1320E-04,-2.217E-02
9.1360E-04,-2.217E-02
9.1400E-04,-6.217E-02
9.1440E-04,-2.217E-02
9.1480E-04,-2.217E-02
9.1520E-04,-6.217E-02
9.1560E-04,-2.217E-02
9.1600E-04,-6.217E-02
9.1640E-04,-2.217E-02
9.1680E-04,-2.217E-02
9.1720E-04,-2.217E-02
9.1760E-04,-2.217E-02
9.1800E-04,-2.217E-02
9.1840E-04,-2.217E-02
9.1880E-04,-2.217E-02
9.1920E-04,-2.217E-02
9.1960E-04,-2.217E-02
9.2000E-04,-2.217E-02
9.2040E-04,-2.217E-02
9.2080E-04,-2.217E-02
9.2120E-04,-2.217E-02
9.2160E-04,-2.217E-02
9.2200E-04,-6.217E-02
9.2240E-04,-2.217E-02
9.2280E-04,-2.217E-02
9.2320E-04,-2.217E-02
9.2360E-04,-6.217E-02
9.2400E-04,-2.217E-02
9.2440E-04,-2.217E-02
9.2480E-04,-2.217E-02
9.2520E-04,-2.217E-02
9.2560E-04,-2.217E-02
9.2600E-04,-2.217E-02
9.2640E-04,-2.217E-02
9.2680E-04,-6.217E-02
9.2720E-04,-2.217E-02
9.2760E-04,-2.217E-02
9.2800E-04,-2.217E-02
9.2840E-04,-2.217E-02
9.2880E-04,-2.217E-02
9.2920E-04,-2.217E-02
9.2960E-04,-2.217E-02
9.3000E-04,-2.217E-02
9.3040E-04,-2.217E-02
9.3080E-04,-2.217E-02
9.3120E-04,-2.217E-02
9.3160E-04,-2.217E-02
9.3200E-04,-6.217E-02
9.3240E-04,-2.217E-02
9.3280E-04,-2.217E-02
9.3320E-04,-2.217E-02
9.3360E-04,-2.217E-02
9.3400E-04,-2.217E-02
9.3440E-04,-2.217E-02
9.3480E-04,-2.217E-02
9.3520E-04,-2.217E-02
9.3560E-04,-6.217E-02
9.3600E-04,-6.217E-02
9.3640E-04,-2.217E-02
9.3680E-04,-2.217E-02
9.3720E-04,-2.217E-02
9.3760E-04,-2.217E-02
9.3800E-04,-2.217E-02
9.3840E-04,-2.217E-02
9.3880E-04,-6.217E-02
9.3920E-04,-2.217E-02
9.3960E-04,-2.217E-02
9.4000E-04,-6.217E-02
9.4040E-04,-2.217E-02
9.4080E-04,-2.217E-02
9.4120E-04,-2.217E-02
9.4160E-04,-2.217E-02
9.4200E-04,-2.217E-02
9.4240E-04,-2.217E-02
9.4280E-04,-2.217E-02
9.4320E-04,-2.217E-02
9.4360E-04,-2.217E-02
9.4400E-04,-6.217E-02
9.4440E-04,-2.217E-02
9.4480E-04,-2.217E-02
9.4520E-04,-6.217E-02
9.4560E-04,-2.217E-02
9.4600E-04,-2.217E-02
9.4640E-04,-2.217E-02
9.4680E-04,-2.217E-02
9.4720E-04,-2.217E-02
9.4760E-04,-2.217E-02
9.4800E-04,-2.217E-02
9.4840E-04,-2.217E-02
9.4880E-04,-2.217E-02
9.4920E-04,-2.217E-02
9.4960E-04,-6.217E-02
9.5000E-04,-2.217E-02
9.5040E-04,-6.217E-02
9.5080E-04,-2.217E-02
9.5120E-04,-2.217E-02
9.5160E-04,-6.217E-02
9.5200E-04,-2.217E-02
9.5240E-04,-2.217E-02
9.5280E-04,-2.217E-02
9.5320E-04,-2.217E-02
9.5360E-04,-2.217E-02
9.5400E-04,-2.217E-02
9.5440E-04,-2.217E-02
9.5480E-04,-2.217E-02
9.5520E-04,-2.217E-02
9.5560E-04,-2.217E-02
9.5600E-04,-6.217E-02
9.5640E-04,-2.217E-02
9.5680E-04,-2.217E-02
9.5720E-04,-2.217E-02
9.5760E-04,-2.217E-02
9.5800E-04,-2.217E-02
9.5840E-04,-2.217E-02
9.5880E-04,-6.217E-02
9.5920E-04,-6.217E-02
9.5960E-04,-2.217E-02
9.6000E-04,-6.217E-02
9.6040E-04,-2.217E-02
9.6080E-04,-2.217E-02
9.6120E-04,-2.217E-02
9.6160E-04,-2.217E-02
9.6200E-04,-2.217E-02
9.6240E-04,-6.217E-02
9.6280E-04,-2.217E-02
9.6320E-04,-2.217E-02
9.6360E-04,-6.217E-02
9.6400E-04,-2.217E-02
9.6440E-04,-2.217E-02
9.6480E-04,-2.217E-02
9.6520E-04,-2.217E-02
9.6560E-04,-2.217E-02
9.6600E-04,-2.217E-02
9.6640E-04,-6.217E-02
9.6680E-04,-2.217E-02
9.6720E-04,-2.217E-02
9.6760E-04,-2.217E-02
9.6800E-04,-2.217E-02
9.6840E-04,-2.217E-02
9.6880E-04,-2.217E-02
9.6920E-04,-6.217E-02
9.6960E-04,-2.217E-02
9.7000E-04,-2.217E-02
9.7040E-04,-2.217E-02
9.7080E-04,-2.217E-02
9.7120E-04,-6.217E-02
9.7160E-04,-6.217E-02
9.7200E-04,-6.217E-02
9.7240E-04,-2.217E-02
9.7280E-04,-6.217E-02
9.7320E-04,-2.217E-02
9.7360E-04,-2.217E-02
9.7400E-04,-2.217E-02
9.7440E-04,-2.217E-02
9.7480E-04,-6.217E-02
9.7520E-04,-2.217E-02
9.7560E-04,-2.217E-02
9.7600E-04,-2.217E-02
9.7640E-04,-2.217E-02
9.7680E-04,-2.217E-02
9.7720E-04,-2.217E-02
9.7760E-04,-2.217E-02
9.7800E-04,-6.217E-02
9.7840E-04,-2.217E-02
9.7880E-04,-2.217E-02
9.7920E-04,-2.217E-02
9.7960E-04,-6.217E-02
9.8000E-04,-2.217E-02
9.8040E-04,-2.217E-02
9.8080E-04,-6.217E-02
9.8120E-04,-2.217E-02
9.8160E-04,-2.217E-02
9.8200E-04,-6.217E-02
9.8240E-04,-2.217E-02
9.8280E-04,-2.217E-02
9.8320E-04,-2.217E-02
9.8360E-04,-2.217E-02
9.8400E-04,-6.217E-02
9.8440E-04,-6.217E-02
9.8480E-04,-2.217E-02
9.8520E-04,-6.217E-02
9.8560E-04,-2.217E-02
9.8600E-04,-2.217E-02
9.8640E-04,-2.217E-02
9.8680E-04,-2.217E-02
9.8720E-04,-6.217E-02
9.8760E-04,-2.217E-02
9.8800E-04,-2.217E-02
9.8840E-04,-6.217E-02
9.8880E-04,-2.217E-02
9.8920E-04,-2.217E-02
9.8960E-04,-2.217E-02
9.9000E-04,-2.217E-02
9.9040E-04,-2.217E-02
9.9080E-04,-2.217E-02
9.9120E-04,-2.217E-02
9.9160E-04,-2.217E-02
9.9200E-04,-2.217E-02
9.9240E-04,-2.217E-02
9.9280E-04,-2.217E-02
9.9320E-04,-2.217E-02
9.9360E-04,-2.217E-02
9.9400E-04,-6.217E-02
9.9440E-04,-2.217E-02
9.9480E-04,-2.217E-02
9.9520E-04,-2.217E-02
9.9560E-04,-6.217E-02
9.9600E-04,-2.217E-02
9.9640E-04,-2.217E-02
9.9680E-04,-2.217E-02
9.9720E-04,-2.217E-02
9.9760E-04,-6.217E-02
9.9800E-04,-6.217E-02
9.9840E-04,-2.217E-02
9.9880E-04,-2.217E-02
9.9920E-04,-2.217E-02
9.9960E-04,-6.217E-02
1.0000E-03,-2.217E-02
1.0004E-03,-2.217E-02
1.0008E-03,-2.217E-02
1.0012E-03,-2.217E-02
1.0016E-03,-2.217E-02
1.0020E-03,-2.217E-02
1.0024E-03,-2.217E-02
1.0028E-03,-2.217E-02
1.0032E-03,-2.217E-02
1.0036E-03,-2.217E-02
1.0040E-03,-2.217E-02
1.0044E-03,-2.217E-02
1.0048E-03,-2.217E-02
1.0052E-03,-2.217E-02
1.0056E-03,4.978E+00
1.0060E-03,4.938E+00
1.0064E-03,4.938E+00
1.0068E-03,4.938E+00
1.0072E-03,4.938E+00
1.0076E-03,4.898E+00
1.0080E-03,4.898E+00
1.0084E-03,4.898E+00
1.0088E-03,4.898E+00
1.0092E-03,4.938E+00
1.0096E-03,4.898E+00
1.0100E-03,4.898E+00
1.0104E-03,4.898E+00
1.0108E-03,4.898E+00
1.0112E-03,4.898E+00
1.0116E-03,4.898E+00
1.0120E-03,4.898E+00
1.0124E-03,4.938E+00
1.0128E-03,4.898E+00
1.0132E-03,4.898E+00
1.0136E-03,4.938E+00
1.0140E-03,4.898E+00
1.0144E-03,4.898E+00
1.0148E-03,4.938E+00
1.0152E-03,4.938E+00
1.0156E-03,4.938E+00
1.0160E-03,4.938E+00
1.0164E-03,4.898E+00
1.0168E-03,4.938E+00
1.0172E-03,4.938E+00
1.0176E-03,4.938E+00
1.0180E-03,4.898E+00
1.0184E-03,4.938E+00
1.0188E-03,4.938E+00
1.0192E-03,4.938E+00
1.0196E-03,4.938E+00
1.0200E-03,4.938E+00
1.0204E-03,4.938E+00
1.0208E-03,4.938E+00
1.0212E-03,4.938E+00
1.0216E-03,4.938E+00
1.0220E-03,4.938E+00
1.0224E-03,4.938E+00
1.0228E-03,4.898E+00
1.0232E-03,4.938E+00
1.0236E-03,4.938E+00
1.0240E-03,4.938E+00
1.0244E-03,4.938E+00
1.0248E-03,4.938E+00
1.0252E-03,4.938E+00
1.0256E-03,4.938E+00
1.0260E-03,4.938E+00
1.0264E-03,4.938E+00
1.0268E-03,4.938E+00
1.0272E-03,4.938E+00
1.0276E-03,4.938E+00
1.0280E-03,4.938E+00
1.0284E-03,4.938E+00
1.0288E-03,4.938E+00
1.0292E-03,4.938E+00
1.0296E-03,4.938E+00
1.0300E-03,4.938E+00
1.0304E-03,4.938E+00
1.0308E-03,4.938E+00
1.0312E-03,4.938E+00
1.0316E-03,4.938E+00
1.0320E-03,4.938E+00
1.0324E-03,4.938E+00
1.0328E-03,4.938E+00
1.0332E-03,4.938E+00
1.0336E-03,4.938E+00
1.0340E-03,4.938E+00
1.0344E-03,4.938E+00
1.0348E-03,4.938E+00
1.0352E-03,4.938E+00
1.0356E-03,4.938E+00
1.0360E-03,4.938E+00
1.0364E-03,4.938E+00
1.0368E-03,4.938E+00
1.0372E-03,4.938E+00
1.0376E-03,4.938E+00
1.0380E-03,4.938E+00
1.0384E-03,4.938E+00
1.0388E-03,4.938E+00
1.0392E-03,4.938E+00
1.0396E-03,4.938E+00
1.0400E-03,4.938E+00
1.0404E-03,4.938E+00
1.0408E-03,4.938E+00
1.0412E-03,4.938E+00
1.0416E-03,4.938E+00
1.0420E-03,4.938E+00
1.0424E-03,4.938E+00
1.0428E-03,4.938E+00
1.0432E-03,4.938E+00
1.0436E-03,4.938E+00
1.0440E-03,4.938E+00
1.0444E-03,4.938E+00
1.0448E-03,4.938E+00
1.0452E-03,4.938E+00
1.0456E-03,4.938E+00
1.0460E-03,4.938E+00
1.0464E-03,4.938E+00
1.0468E-03,4.938E+00
1.0472E-03,4.938E+00
1.0476E-03,4.938E+00
1.0480E-03,4.938E+00
1.0484E-03,4.938E+00
1.0488E-03,4.938E+00
1.0492E-03,4.938E+00
1.0496E-03,4.938E+00
1.0500E-03,4.938E+00
1.0504E-03,4.938E+00
1.0508E-03,4.938E+00
1.0512E-03,4.938E+00
1.0516E-03,4.978E+00
1.0520E-03,4.938E+00
1.0524E-03,4.938E+00
1.0528E-03,4.938E+00
1.0532E-03,4.938E+00
1.0536E-03,4.938E+00
1.0540E-03,4.938E+00
1.0544E-03,4.938E+00
1.0548E-03,4.938E+00
1.0552E-03,4.938E+00
1.0556E-03,4.938E+00
1.0560E-03,4.938E+00
1.0564E-03,4.938E+00
1.0568E-03,4.938E+00
1.0572E-03,4.938E+00
1.0576E-03,4.938E+00
1.0580E-03,4.938E+00
1.0584E-03,4.938E+00
1.0588E-03,4.938E+00
1.0592E-03,4.938E+00
1.0596E-03,4.938E+00
1.0600E-03,4.938E+00
1.0604E-03,4.938E+00
1.0608E-03,4.938E+00
1.0612E-03,4.938E+00
1.0616E-03,4.938E+00
1.0620E-03,4.938E+00
1.0624E-03,4.938E+00
1.0628E-03,4.938E+00
1.0632E-03,4.938E+00
1.0636E-03,4.938E+00
1.0640E-03,4.938E+00
1.0644E-03,4.938E+00
1.0648E-03,4.938E+00
1.0652E-03,4.938E+00
1.0656E-03,4.938E+00
1.0660E-03,4.938E+00
1.0664E-03,4.938E+00
1.0668E-03,4.938E+00
1.0672E-03,4.938E+00
1.0676E-03,4.938E+00
1.0680E-03,4.938E+00
1.0684E-03,4.938E+00
1.0688E-03,4.938E+00
1.0692E-03,4.938E+00
1.0696E-03,4.938E+00
1.0700E-03,4.938E+00
1.0704E-03,4.938E+00
1.0708E-03,4.938E+00
1.0712E-03,4.938E+00
1.0716E-03,4.938E+00
1.0720E-03,4.978E+00
1.0724E-03,4.938E+00
1.0728E-03,4.938E+00
1.0732E-03,4.938E+00
1.0736E-03,4.938E+00
1.0740E-03,4.938E+00
1.0744E-03,4.938E+00
1.0748E-03,4.938E+00
1.0752E-03,4.938E+00
1.0756E-03,4.938E+00
1.0760E-03,4.938E+00
1.0764E-03,4.938E+00
1.0768E-03,4.938E+00
1.0772E-03,4.938E+00
1.0776E-03,4.978E+00
1.0780E-03,4.938E+00
1.0784E-03,4.938E+00
1.0788E-03,4.938E+00
1.0792E-03,4.898E+00
1.0796E-03,4.938E+00
1.0800E-03,4.938E+00
1.0804E-03,4.938E+00
1.0808E-03,4.938E+00
1.0812E-03,4.938E+00
1.0816E-03,4.938E+00
1.0820E-03,4.938E+00
1.0824E-03,4.938E+00
1.0828E-03,4.938E+00
1.0832E-03,4.938E+00
1.0836E-03,4.938E+00
1.0840E-03,4.938E+00
1.0844E-03,4.938E+00
1.0848E-03,4.938E+00
1.0852E-03,4.938E+00
1.0856E-03,4.938E+00
1.0860E-03,4.938E+00
1.0864E-03,4.938E+00
1.0868E-03,4.938E+00
1.0872E-03,4.938E+00
1.0876E-03,4.938E+00
1.0880E-03,4.938E+00
1.0884E-03,4.938E+00
1.0888E-03,4.938E+00
1.0892E-03,4.938E+00
1.0896E-03,4.978E+00
1.0900E-03,4.938E+00
1.0904E-03,4.938E+00
1.0908E-03,4.938E+00
1.0912E-03,4.938E+00
1.0916E-03,4.938E+00
1.0920E-03,4.938E+00
1.0924E-03,4.938E+00
1.0928E-03,4.938E+00
1.0932E-03,4.978E+00
1.0936E-03,4.938E+00
1.0940E-03,4.938E+00
1.0944E-03,4.938E+00
1.0948E-03,4.938E+00
1.0952E-03,4.938E+00
1.0956E-03,4.938E+00
1.0960E-03,4.938E+00
1.0964E-03,4.938E+00
1.0968E-03,4.938E+00
1.0972E-03,4.938E+00
1.0976E-03,4.938E+00
1.0980E-03,4.938E+00
1.0984E-03,4.938E+00
1.0988E-03,4.938E+00
1.0992E-03,4.938E+00
1.0996E-03,4.938E+00
1.1000E-03,4.938E+00
1.1004E-03,4.938E+00
1.1008E-03,4.938E+00
1.1012E-03,4.938E+00
1.1016E-03,4.938E+00
1.1020E-03,4.938E+00
1.1024E-03,4.938E+00
1.1028E-03,4.938E+00
1.1032E-03,4.938E+00
1.1036E-03,4.938E+00
1.1040E-03,4.938E+00
1.1044E-03,4.938E+00
1.1048E-03,4.938E+00
1.1052E-03,4.938E+00
1.1056E-03,4.938E+00
1.1060E-03,4.938E+00
1.1064E-03,4.938E+00
1.1068E-03,4.938E+00
1.1072E-03,4.938E+00
1.1076E-03,4.938E+00
1.1080E-03,4.938E+00
1.1084E-03,4.938E+00
1.1088E-03,4.938E+00
1.1092E-03,4.938E+00
1.1096E-03,4.938E+00
1.1100E-03,4.938E+00
1.1104E-03,4.938E+00
1.1108E-03,4.938E+00
1.1112E-03,4.938E+00
1.1116E-03,4.938E+00
1.1120E-03,4.938E+00
1.1124E-03,4.938E+00
1.1128E-03,4.938E+00
1.1132E-03,4.938E+00
1.1136E-03,4.938E+00
1.1140E-03,4.938E+00
1.1144E-03,4.938E+00
1.1148E-03,4.938E+00
1.1152E-03,4.938E+00
1.1156E-03,4.978E+00
1.1160E-03,4.938E+00
1.1164E-03,4.938E+00
1.1168E-03,4.938E+00
1.1172E-03,4.938E+00
1.1176E-03,4.938E+00
1.1180E-03,4.938E+00
1.1184E-03,4.938E+00
1.1188E-03,4.938E+00
1.1192E-03,4.938E+00
1.1196E-03,4.938E+00
1.1200E-03,4.938E+00
1.1204E-03,4.938E+00
1.1208E-03,4.938E+00
1.1212E-03,4.938E+00
1.1216E-03,4.938E+00
1.1220E-03,4.938E+00
1.1224E-03,4.938E+00
1.1228E-03,4.938E+00
1.1232E-03,4.938E+00
1.1236E-03,4.938E+00
1.1240E-03,4.938E+00
1.1244E-03,4.938E+00
1.1248E-03,4.938E+00
1.1252E-03,4.938E+00
1.1256E-03,4.938E+00
1.1260E-03,4.938E+00
1.1264E-03,4.978E+00
1.1268E-03,4.938E+00
1.1272E-03,4.938E+00
1.1276E-03,4.938E+00
1.1280E-03,4.938E+00
1.1284E-03,4.938E+00
1.1288E-03,4.938E+00
1.1292E-03,4.938E+00
1.1296E-03,4.938E+00
1.1300E-03,4.938E+00
1.1304E-03,4.938E+00
1.1308E-03,4.938E+00
1.1312E-03,4.938E+00
1.1316E-03,4.938E+00
1.1320E-03,4.938E+00
1.1324E-03,4.938E+00
1.1328E-03,4.938E+00
1.1332E-03,4.938E+00
1.1336E-03,4.938E+00
1.1340E-03,4.938E+00
1.1344E-03,4.938E+00
1.1348E-03,4.938E+00
1.1352E-03,4.938E+00
1.1356E-03,4.938E+00
1.1360E-03,4.938E+00
1.1364E-03,4.938E+00
1.1368E-03,4.938E+00
1.1372E-03,4.938E+00
1.1376E-03,4.938E+00
1.1380E-03,4.938E+00
1.1384E-03,4.938E+00
1.1388E-03,4.938E+00
1.1392E-03,4.938E+00
1.1396E-03,4.938E+00
1.1400E-03,4.938E+00
1.1404E-03,4.938E+00
1.1408E-03,4.938E+00
1.1412E-03,4.938E+00
1.1416E-03,4.938E+00
1.1420E-03,4.938E+00
1.1424E-03,4.938E+00
1.1428E-03,4.938E+00
1.1432E-03,4.938E+00
1.1436E-03,4.938E+00
1.1440E-03,4.938E+00
1.1444E-03,4.938E+00
1.1448E-03,4.938E+00
1.1452E-03,4.938E+00
1.1456E-03,4.938E+00
1.1460E-03,4.938E+00
1.1464E-03,4.938E+00
1.1468E-03,4.938E+00
1.1472E-03,4.938E+00
1.1476E-03,4.938E+00
1.1480E-03,4.938E+00
1.1484E-03,4.978E+00
1.1488E-03,4.938E+00
1.1492E-03,4.938E+00
1.1496E-03,4.938E+00
1.1500E-03,4.938E+00
1.1504E-03,4.938E+00
1.1508E-03,4.938E+00
1.1512E-03,4.938E+00
1.1516E-03,4.938E+00
1.1520E-03,4.938E+00
1.1524E-03,4.938E+00
1.1528E-03,4.938E+00
1.1532E-03,4.938E+00
1.1536E-03,4.938E+00
1.1540E-03,4.938E+00
1.1544E-03,4.938E+00
1.1548E-03,4.938E+00
1.1552E-03,4.938E+00
1.1556E-03,4.938E+00
1.1560E-03,4.938E+00
1.1564E-03,4.938E+00
1.1568E-03,4.938E+00
1.1572E-03,4.938E+00
1.1576E-03,4.938E+00
1.1580E-03,4.938E+00
1.1584E-03,4.978E+00
1.1588E-03,4.938E+00
1.1592E-03,4.938E+00
1.1596E-03,4.938E+00
1.1600E-03,4.938E+00
1.1604E-03,4.938E+00
1.1608E-03,4.938E+00
1.1612E-03,4.938E+00
1.1616E-03,4.938E+00
1.1620E-03,4.938E+00
1.1624E-03,4.938E+00
1.1628E-03,4.938E+00
1.1632E-03,4.938E+00
1.1636E-03,4.938E+00
1.1640E-03,4.938E+00
1.1644E-03,4.938E+00
1.1648E-03,4.938E+00
1.1652E-03,4.938E+00
1.1656E-03,4.938E+00
1.1660E-03,4.938E+00
1.1664E-03,4.938E+00
1.1668E-03,4.938E+00
1.1672E-03,4.938E+00
1.1676E-03,4.938E+00
1.1680E-03,4.938E+00
1.1684E-03,4.938E+00
1.1688E-03,4.938E+00
1.1692E-03,4.938E+00
1.1696E-03,4.938E+00
1.1700E-03,4.938E+00
1.1704E-03,4.978E+00
1.1708E-03,4.938E+00
1.1712E-03,4.938E+00
1.1716E-03,4.938E+00
1.1720E-03,4.938E+00
1.1724E-03,4.938E+00
1.1728E-03,4.938E+00
1.1732E-03,4.938E+00
1.1736E-03,4.938E+00
1.1740E-03,4.938E+00
1.1744E-03,4.938E+00
1.1748E-03,4.938E+00
1.1752E-03,4.938E+00
1.1756E-03,4.938E+00
1.1760E-03,4.938E+00
1.1764E-03,4.938E+00
1.1768E-03,4.938E+00
1.1772E-03,4.938E+00
1.1776E-03,4.938E+00
1.1780E-03,4.978E+00
1.1784E-03,4.938E+00
1.1788E-03,4.938E+00
1.1792E-03,4.938E+00
1.1796E-03,4.938E+00
1.1800E-03,4.938E+00
1.1804E-03,4.978E+00
1.1808E-03,4.938E+00
1.1812E-03,4.938E+00
1.1816E-03,4.938E+00
1.1820E-03,4.938E+00
1.1824E-03,4.938E+00
1.1828E-03,4.938E+00
1.1832E-03,4.938E+00
1.1836E-03,4.938E+00
1.1840E-03,4.938E+00
1.1844E-03,4.938E+00
1.1848E-03,4.938E+00
1.1852E-03,4.938E+00
1.1856E-03,4.938E+00
1.1860E-03,4.938E+00
1.1864E-03,4.938E+00
1.1868E-03,4.938E+00
1.1872E-03,4.938E+00
1.1876E-03,4.938E+00
1.1880E-03,4.938E+00
1.1884E-03,4.938E+00
1.1888E-03,4.938E+00
1.1892E-03,4.938E+00
1.1896E-03,4.938E+00
1.1900E-03,4.938E+00
1.1904E-03,4.938E+00
1.1908E-03,4.938E+00
1.1912E-03,4.938E+00
1.1916E-03,4.938E+00
1.1920E-03,4.938E+00
1.1924E-03,4.938E+00
1.1928E-03,4.938E+00
1.1932E-03,4.938E+00
1.1936E-03,4.938E+00
1.1940E-03,4.938E+00
1.1944E-03,4.938E+00
1.1948E-03,4.938E+00
1.1952E-03,4.938E+00
1.1956E-03,4.938E+00
1.1960E-03,4.938E+00
1.1964E-03,4.938E+00
1.1968E-03,4.938E+00
1.1972E-03,4.938E+00
1.1976E-03,4.938E+00
1.1980E-03,4.938E+00
1.1984E-03,4.978E+00
1.1988E-03,4.938E+00
1.1992E-03,4.938E+00
1.1996E-03,4.938E+00
